Date,Type,Name,Start,End,Duration
10/27/15,place,Cornell Tech,2015-10-27T00:00:00-04:00,2015-10-27T01:01:10-04:00,3670
10/27/15,move,walking,2015-10-27T01:01:10-04:00,2015-10-27T01:14:22-04:00,792
10/27/15,move,walking,2015-10-27T10:08:15-04:00,2015-10-27T10:12:30-04:00,255
10/27/15,place,Cornell Tech,2015-10-27T10:12:30-04:00,2015-10-27T11:48:50-04:00,5780
10/27/15,move,walking,2015-10-27T11:48:50-04:00,2015-10-27T12:03:37-04:00,887
10/27/15,place,New York Doctors Walk-In Urgent Care,2015-10-27T12:03:37-04:00,2015-10-27T12:46:39-04:00,2582
10/27/15,move,walking,2015-10-27T12:46:39-04:00,2015-10-27T12:57:50-04:00,671
10/27/15,place,Cornell Tech,2015-10-27T12:57:50-04:00,2015-10-27T18:25:55-04:00,19685
10/27/15,move,walking,2015-10-27T18:25:55-04:00,2015-10-27T18:28:15-04:00,140
10/27/15,move,transport,2015-10-27T18:28:14-04:00,2015-10-27T18:49:15-04:00,1261
10/27/15,move,walking,2015-10-27T18:49:15-04:00,2015-10-27T18:53:15-04:00,240
10/27/15,move,transport,2015-10-27T18:53:15-04:00,2015-10-27T18:57:15-04:00,240
10/27/15,move,walking,2015-10-27T18:57:16-04:00,2015-10-27T19:06:19-04:00,543
10/27/15,place,Wendy's,2015-10-27T19:06:19-04:00,2015-10-27T19:19:16-04:00,777
10/27/15,move,walking,2015-10-27T19:19:16-04:00,2015-10-27T19:24:53-04:00,337
10/27/15,place,Party City,2015-10-27T19:24:53-04:00,2015-10-27T19:55:52-04:00,1859
10/27/15,move,walking,2015-10-27T19:55:52-04:00,2015-10-27T20:09:00-04:00,788
10/27/15,place,Cornell Tech,2015-10-27T20:09:00-04:00,2015-10-27T22:26:23-04:00,8243
10/27/15,move,walking,2015-10-27T22:26:23-04:00,2015-10-27T22:31:07-04:00,284
10/27/15,move,transport,2015-10-27T22:31:07-04:00,2015-10-27T22:39:37-04:00,510
10/27/15,move,walking,2015-10-27T22:39:37-04:00,2015-10-27T22:53:11-04:00,814
10/27/15,place,The Blind Barber,2015-10-27T22:53:11-04:00,2015-10-28T00:00:00-04:00,4009
