Date,Type,Name,Start,End,Duration
10/29/15,place,Cornell Tech,2015-10-29T00:00:00-04:00,2015-10-29T00:24:00-04:00,1440
10/29/15,move,walking,2015-10-29T00:24:00-04:00,2015-10-29T00:29:18-04:00,318
10/29/15,place,Home,2015-10-29T00:29:19-04:00,2015-10-29T00:32:25-04:00,186
10/29/15,move,walking,2015-10-29T09:41:54-04:00,2015-10-29T09:48:39-04:00,405
10/29/15,place,New York Doctors Walk-In Urgent Care,2015-10-29T09:48:39-04:00,2015-10-29T09:58:08-04:00,569
10/29/15,move,walking,2015-10-29T09:58:08-04:00,2015-10-29T10:10:00-04:00,712
10/29/15,place,Cornell Tech,2015-10-29T10:10:00-04:00,2015-10-29T11:35:49-04:00,5149
10/29/15,move,walking,2015-10-29T11:35:49-04:00,2015-10-29T11:46:33-04:00,644
10/29/15,place,Chelsea Market,2015-10-29T11:46:34-04:00,2015-10-29T11:50:27-04:00,233
10/29/15,move,walking,2015-10-29T11:50:27-04:00,2015-10-29T11:57:38-04:00,431
10/29/15,place,Cornell Tech,2015-10-29T11:57:38-04:00,2015-10-29T21:34:25-04:00,34607
10/29/15,move,walking,2015-10-29T21:34:25-04:00,2015-10-29T21:40:26-04:00,361
10/29/15,place,Home,2015-10-29T21:40:26-04:00,2015-10-29T23:53:01-04:00,7955
